employeeID,CountryOfBirth,name,phone,email,gender,birthdate,hiredate,department,role,salary,SSID
965984448,USA,Megan Moore,559.846.4743x671,bailey40@example.net,male,1963-03-05,2015-08-09,Engineering,DevOps Engineer,125839,406-36-0133
437064353,India,Watika Mangat,001-739-453-3942x10470,merchanteta@example.net,female,1985-09-21,2014-12-08,Sales,Account Manager,74376,426-23-3290
695295870,USA,Joshua Mata,784.324.7451x71236,ismith@example.org,female,1980-06-27,2021-03-31,Sales,Account Manager,81612,466-48-4296
688343096,India,Kamya Chokshi,+1-437-209-8593x17461,modiwaida@example.org,female,1991-10-29,2023-10-24,Sales,Account Manager,85473,100-31-8808
574364121,USA,Jesse Santiago,001-586-992-6179x6405,xsampson@example.org,female,1975-03-16,2020-02-13,Engineering,DevOps Engineer,91120,703-48-8921
978775497,Mexico,Anel Leonel Leal Espinal,471-539-0053,urrutiaemilio@example.net,female,1986-02-12,2022-04-12,Engineering,Software Engineer,112092,222-30-5384
610173760,India,Aarnav Malhotra,(728)542-1020,amol24@example.org,male,1975-11-10,2024-11-18,Sales,Account Manager,87399,130-95-6898
529123992,USA,Nichole Alvarez,001-258-991-7839x08470,gsimmons@example.com,male,2005-04-09,2024-08-05,Engineering,DevOps Engineer,88291,730-57-1205
698509918,USA,Erica Hernandez,(649)998-5698,sgarcia@example.org,male,1976-04-02,2022-08-26,Sales,Account Manager,84004,874-84-9034
757830420,India,Qushi Seth,765.676.6156,michael71@example.org,male,1977-09-02,2017-03-23,HR,Recruiter,79495,852-11-1528
378304807,India,Gopal Pradhan,(780)898-8516,manidevika@example.com,male,1987-09-14,2017-11-17,Engineering,DevOps Engineer,90077,107-74-8314
866162966,USA,Matthew Walker,258-651-4936,whitejacqueline@example.com,female,1984-09-04,2011-03-12,Engineering,DevOps Engineer,130478,348-45-0101
264073400,India,Luke Rattan,720-418-3667,devika59@example.net,female,1978-12-22,2018-08-27,Sales,Sales Executive,77534,087-07-2550
518197538,China,谭辉,+1-814-376-7976x43815,yong97@example.net,male,1961-06-03,2023-10-22,Engineering,Software Engineer,126105,684-40-0745
420632895,India,Megha Bhakta,2349324451,igill@example.com,male,1978-09-07,2021-10-07,HR,HR Specialist,76996,546-91-3771
335602191,USA,Sandra Drake,860-860-7159,zroberts@example.org,female,1980-12-18,2020-12-13,HR,HR Specialist,75630,333-22-7539
237039296,Taiwan,丁美惠,736-596-8164,yueh-ying18@example.net,male,1979-08-10,2019-12-06,Engineering,DevOps Engineer,93893,117-68-8356
595744935,USA,Ricardo Bell,+1-923-912-4329x2127,michelle52@example.com,female,1985-02-19,2017-06-17,Engineering,DevOps Engineer,103235,070-61-7246
907464398,Mexico,Gerardo Rosa Badillo Mora,814.977.0054x11998,rasconreina@example.net,female,1999-10-07,2019-10-04,Engineering,DevOps Engineer,99694,193-42-9913
798086909,USA,Chris Brown,451-782-0377,samantha66@example.com,male,2003-05-19,2023-04-13,HR,HR Specialist,60633,696-77-0858
235528741,USA,Maria Jones,486-744-9251,tammy62@example.net,female,1991-10-11,2022-05-12,HR,HR Specialist,84707,726-11-5073
752027025,Canada,Maria Murphy,(481)568-5054,stacey73@example.org,male,1994-12-28,2015-10-24,Engineering,DevOps Engineer,122735,141-20-1265
827296111,China,顾帅,988.205.9296x22292,rpan@example.net,female,1960-03-04,2011-10-31,Sales,Sales Executive,56678,244-57-4669
848605284,India,Vivaan Walla,847.835.9774,ryandevi@example.com,male,1967-04-12,2022-10-17,HR,Recruiter,84913,054-83-7874
559967386,India,Harshil Varty,341-524-7826,bpalla@example.com,female,1963-12-21,2010-08-04,HR,HR Specialist,73411,055-51-8225
488896443,India,Warinder Raju,253-605-1522,wdewan@example.net,male,1960-03-27,2016-03-31,HR,Recruiter,85269,481-58-0087
931764920,USA,Alicia Lewis,(389)286-1434,robertbauer@example.com,female,1968-01-26,2015-05-06,HR,HR Specialist,63279,065-15-8190
584044963,USA,Alexis Robertson,824.460.9539,millsmichael@example.net,female,1965-07-05,2016-06-21,Engineering,DevOps Engineer,96917,558-65-8317
623502759,USA,Jeanette Harrison,+1-265-740-5153x1952,lisa27@example.net,male,1984-01-16,2024-11-01,HR,Recruiter,86424,491-81-2987
110899674,USA,Amy Parsons,904.630.3054x868,mullinsjames@example.com,female,1989-11-10,2017-10-12,HR,Recruiter,82166,883-07-5439
581223755,India,Jeet Pillai,(867)465-2775x84161,ekani11@example.com,female,1990-11-11,2021-05-05,Engineering,DevOps Engineer,116015,677-38-5022
694287057,USA,Mitchell Jackson,457.205.9640x165,melindagregory@example.com,female,1969-12-24,2015-12-26,Sales,Account Manager,71475,036-17-1102
347538338,USA,Matthew Cox,001-409-727-5571,redwards@example.org,female,1997-09-03,2019-04-09,Engineering,DevOps Engineer,103120,117-04-3049
878017216,USA,Mr. Justin Green III,339.747.3121x727,jenna88@example.com,male,1967-01-19,2011-04-10,Engineering,DevOps Engineer,96759,308-21-2853
424557359,USA,Katie Martinez,923.470.5895,jonesraymond@example.net,male,1988-05-14,2010-10-11,Engineering,Software Engineer,144340,737-62-8613
210152642,China,陆斌,(451)477-8528,dwang@example.org,male,1974-10-08,2017-06-24,Engineering,Software Engineer,113092,531-20-4983
612957813,USA,Frank Fletcher,(384)414-3842x498,georgeweber@example.net,female,1974-05-04,2019-11-19,Sales,Sales Executive,59777,346-73-0675
970957171,USA,Alyssa Williams,+1-594-839-6907x8447,shawn02@example.com,female,1990-04-07,2018-08-02,Sales,Sales Executive,84247,426-62-7610
508427798,USA,Lawrence Edwards,001-355-662-5881x537,gwright@example.org,female,1967-11-05,2014-10-19,Sales,Sales Executive,99986,298-50-6851
323110563,India,Nathaniel Narang,001-953-227-8774,ramaswamyyashasvi@example.com,female,2000-03-15,2021-03-30,Sales,Sales Executive,50175,247-28-9558
538642403,USA,Anthony Simpson,+1-874-280-1624x5650,michaelroberts@example.com,male,1987-05-22,2013-05-28,HR,Recruiter,54664,517-58-9009
838073939,USA,William Becker,521-865-5852,williamsderrick@example.com,female,1964-08-15,2020-04-11,Sales,Sales Executive,92443,824-61-8509
259976144,China,张成,695-926-9495x88879,pengmin@example.net,male,2001-05-04,2022-06-07,Sales,Account Manager,83780,113-54-9564
233523720,USA,Steven Wiggins,+1-809-474-9930x9728,anthonyvaughan@example.org,female,1980-01-21,2018-10-04,Sales,Sales Executive,89192,196-03-7226
142800191,China,周秀梅,001-936-889-7028x385,jing78@example.com,male,1967-02-04,2010-02-16,Engineering,Software Engineer,115325,560-46-4332
718740490,USA,Cheryl Wright,+1-743-644-3757,david86@example.com,male,1974-09-18,2020-08-14,Marketing,Marketing Manager,98360,839-45-2400
568027936,India,Brijesh Mani,001-415-374-7338x484,xavierbedi@example.net,male,1999-10-07,2021-07-29,Engineering,Software Engineer,101079,544-29-3815
454123990,USA,Jason Love,620-782-6773,debbie19@example.org,male,1962-11-20,2023-10-09,Engineering,Software Engineer,121224,548-95-0612
371011200,USA,Carrie Khan,(306)772-4004,shawn88@example.com,male,1979-09-19,2023-01-01,Sales,Account Manager,82082,138-65-7669
158201193,USA,Robert Rivera,001-774-320-5493x2966,lcaldwell@example.org,female,1973-07-25,2017-01-27,Engineering,Software Engineer,117752,489-42-4065
570423569,China,刘静,945.649.9045x301,nazhong@example.net,female,2003-07-16,2023-12-30,Engineering,Software Engineer,133476,721-99-5096
200082623,USA,Margaret Shepard,(993)532-7279x568,erinlarson@example.org,male,1997-10-11,2018-11-28,HR,Recruiter,69127,539-58-8654
646397165,India,Faras Choudhury,9883398225,vrindachand@example.net,female,1974-10-12,2013-08-22,Sales,Account Manager,67491,457-08-7430
743576792,USA,Jason Elliott,+1-374-206-4039,ecooper@example.net,male,2001-01-13,2024-06-23,Marketing,Content Strategist,55168,062-09-7735
403696046,India,Bhavini Rege,(426)756-7661,gokhalemaya@example.net,male,1967-07-10,2017-03-18,Sales,Account Manager,77618,131-94-3649
456954682,USA,Nicole Good,386.286.3375x243,bmendez@example.org,male,1975-12-28,2023-04-07,Marketing,Marketing Manager,97473,212-09-1654
511211819,USA,Jill Powers,4306673830,lisadennis@example.com,male,2002-12-23,2024-08-30,HR,Recruiter,75302,592-77-5254
812630453,India,Chasmum Dhar,+1-783-864-4089x26870,omaja62@example.com,male,1995-09-25,2015-03-06,Sales,Account Manager,61577,386-24-8814
572775194,USA,Samuel Turner,001-627-508-6688x263,deborah75@example.org,male,2005-03-21,2024-07-28,HR,HR Specialist,49903,549-93-3121
604111692,India,Amrita Purohit,+1-599-501-3983x73540,srinivasxavier@example.net,female,1965-06-23,2016-11-28,Engineering,DevOps Engineer,129194,619-91-3351
672972597,USA,David Morris,767-585-4458x7717,lawrence09@example.org,female,1959-10-08,2023-10-05,Engineering,Software Engineer,110771,760-19-0266
777703980,India,Omisha Merchant,(735)636-9378,dswaminathan@example.org,female,1991-04-21,2017-02-20,HR,HR Specialist,74076,751-46-2774
278632824,India,Vrinda Gour,+1-508-301-0062,adityakamdar@example.net,male,2002-12-19,2022-05-31,Engineering,DevOps Engineer,94540,467-48-0991
362204999,USA,Mary Jensen,270.808.8600x8484,danieldavis@example.org,male,1994-03-10,2016-02-10,Sales,Account Manager,70783,247-25-8626
634366139,China,白玲,(815)867-9334x1016,odai@example.org,female,1975-07-19,2014-08-24,Engineering,Software Engineer,140981,720-22-1355
408842146,India,Radha Narula,001-218-303-3974,bachittar25@example.org,female,1976-12-15,2019-06-03,Sales,Account Manager,71390,213-76-2363
590523712,India,Faraj Mistry,(393)796-8562,chaudharirajeshri@example.org,female,1980-10-04,2011-05-02,Engineering,DevOps Engineer,122670,859-10-5581
417690559,South Korea,강은서,001-350-647-7358x66296,yeeungim@example.org,female,1962-11-23,2014-01-05,Sales,Sales Executive,89741,390-92-2528
900122509,USA,Emily Rodriguez,8479541212,fgarcia@example.com,male,1987-02-10,2019-06-30,Engineering,Software Engineer,112850,568-12-9781
827744047,India,Lekha Arora,666-618-3982x6224,edhingra@example.org,male,1962-04-04,2020-02-19,Marketing,Marketing Manager,80246,446-36-6900
946764061,USA,Richard Ward,279.893.7124,meagan65@example.com,male,1997-04-19,2021-06-17,HR,HR Specialist,58159,343-56-9739
241905500,India,Charita Nagi,+1-837-652-6547x935,hpatla@example.net,male,1981-09-10,2018-05-20,HR,Recruiter,81578,205-76-8940
965960427,USA,Randall Johnson,001-873-874-1672x4342,colecarla@example.net,male,1997-10-08,2018-03-14,HR,HR Specialist,71044,411-69-8301
963919401,USA,Sheila Barnes,2588911352,tammy61@example.org,female,1980-06-01,2014-10-02,Engineering,DevOps Engineer,129094,101-34-3638
904245086,India,Sanaya Prasad,(479)782-5071x4611,hemal73@example.net,male,1964-12-04,2011-12-12,Engineering,Software Engineer,122992,495-45-7802
755070775,USA,Nathan Chavez,440-410-5123,anita73@example.com,female,1975-06-17,2014-11-29,Sales,Sales Executive,52971,645-24-3054
139956218,USA,Jessica Johnson,+1-337-496-6033x419,mark71@example.com,male,1999-02-04,2023-03-11,Engineering,DevOps Engineer,128940,687-63-8647
897940629,India,Lipika Ramanathan,001-315-457-9249,jacob34@example.org,male,1968-03-24,2024-07-31,Sales,Account Manager,81746,188-48-2317
400368694,USA,Jennifer Taylor,(962)278-2827x4225,stephanie72@example.org,female,1976-10-25,2013-07-05,Engineering,DevOps Engineer,120682,835-50-9201
792377512,USA,Kathleen Cohen,(477)921-9034x04384,hdunn@example.net,female,1993-04-04,2020-02-16,Sales,Sales Executive,53314,117-35-8899
944814262,USA,Holly Carson,9786361340,michelle17@example.org,nonbinary,1969-02-26,2011-10-11,Engineering,Software Engineer,110539,795-31-3439
452788129,India,Priya Gandhi,+1-723-630-9584x982,amara81@example.org,male,1967-06-11,2014-03-16,Marketing,Content Strategist,66435,769-53-0972
218032515,India,Jonathan Deo,825.836.7294,oborra@example.org,female,2004-12-01,2024-10-28,Engineering,Software Engineer,114782,413-66-4559
156263020,USA,Sherry Gibson,959.601.7518x6363,maria58@example.net,female,1998-05-03,2021-08-18,HR,HR Specialist,74622,134-73-7952
640992677,USA,Stephanie Farmer,8175012770,nicoleturner@example.com,male,1962-09-20,2014-08-23,Sales,Sales Executive,53986,096-84-5906
614302907,India,Fitan Prabhu,+1-520-964-3611x03712,anandhemal@example.org,female,1998-09-26,2023-08-16,Engineering,Software Engineer,122219,881-55-2166
753154389,USA,Darryl Davis,315-254-2622,scottbowen@example.net,female,1965-07-23,2019-10-08,HR,Recruiter,89150,767-20-6746
669681065,USA,Jessica Robinson,521-696-5652,wrightcarolyn@example.net,male,1978-04-20,2022-12-26,Engineering,Software Engineer,136370,623-37-0440
584853393,China,张凤兰,964.303.7613,panmin@example.org,female,1975-11-18,2016-02-18,Engineering,DevOps Engineer,128588,397-73-6896
373685835,USA,Michael Farmer,001-810-891-0430x06848,imiller@example.net,female,1975-05-07,2011-02-13,Engineering,Software Engineer,128843,631-20-4547
971630639,USA,Bob Mccall,(285)569-1463,middletondarren@example.net,female,1969-08-28,2015-12-10,Engineering,DevOps Engineer,128603,624-08-5068
905611583,USA,Mary Thompson,4207275884,karamarks@example.net,male,2002-01-07,2024-06-08,Engineering,Software Engineer,100280,121-99-0481
805165232,USA,Jeffrey Warren,491-677-8507x925,shannonemily@example.org,male,1982-08-28,2015-02-28,HR,HR Specialist,73122,234-95-8337
702332331,Philippines,Scott Smith,5757622086,robertcortez@example.com,male,1965-07-02,2020-10-12,Engineering,DevOps Engineer,86897,846-10-9365
293720285,USA,Jonathan Winters,(738)306-1744,msmith@example.com,male,1983-12-11,2010-04-03,HR,Recruiter,54560,578-39-3975
252336745,India,Jyoti Tak,001-838-632-0603x85050,jhawazir@example.com,male,1999-09-06,2020-07-11,Sales,Account Manager,65315,504-08-2333
497341481,USA,Anna Morse,865.471.9182x61990,kellyrosales@example.com,female,1968-08-10,2011-01-27,Engineering,Software Engineer,90693,718-95-5346
392168202,USA,Dillon Jones,729.812.1277,herreratami@example.org,female,1966-10-29,2016-05-19,Engineering,Software Engineer,125242,463-40-7592
561616250,USA,Bryan Moore,+1-649-403-5213x56804,cranemelissa@example.net,male,1967-10-06,2018-12-08,Engineering,Software Engineer,131807,767-71-4094
743520276,USA,Brian Leon,600-332-3651,osbornjames@example.net,female,1992-03-27,2024-05-10,Engineering,Software Engineer,81013,455-17-1507
634063428,India,Jason Basak,502.496.6706x625,ati72@example.org,female,1980-09-09,2021-04-28,Sales,Account Manager,59723,629-80-4027
526351920,China,胡荣,2148626383,tao87@example.com,female,2003-10-11,2023-06-10,Sales,Account Manager,82373,580-65-5270
410864588,USA,Christopher Flores,404.307.8593,dianeadams@example.net,female,1985-03-12,2022-11-13,Sales,Account Manager,60775,058-98-3595
568915703,India,Isha Ghose,(439)555-9059,lmore@example.com,female,1967-11-19,2018-02-10,Engineering,DevOps Engineer,133877,039-12-0921
464549612,USA,Daniel Fox,2594325250,kimmathis@example.com,male,2000-09-15,2020-09-28,Sales,Account Manager,78009,075-48-6482
881017363,Mexico,Sr(a). Iván Madrid,622-667-5289x53926,dianaabreu@example.net,male,1996-02-05,2017-03-16,Engineering,Software Engineer,100036,587-51-9298
916274954,India,Qabil Nadkarni,+1-339-717-2513x552,qapte@example.org,female,1964-10-03,2017-10-16,HR,Recruiter,86994,256-89-1111
790407222,India,Aahana Chokshi,001-300-967-6267x6586,nicholasseth@example.org,male,1965-01-02,2012-08-13,Engineering,DevOps Engineer,126378,819-05-4832
425150964,India,Eiravati Lal,715-926-2181,sankarnitesh@example.net,male,1982-09-22,2011-06-08,Sales,Sales Executive,53728,445-21-0878
495928981,India,Garima Jha,268.884.4431,ddube@example.com,female,1999-07-25,2023-09-17,Engineering,Software Engineer,138947,004-55-1436
969533218,USA,Matthew Greene,610.832.4171,qburns@example.com,female,1966-10-12,2018-03-19,Marketing,Content Strategist,61783,094-83-8915
970768982,China,张春梅,(427)304-7743x490,zhaoming@example.net,female,1960-05-01,2018-11-27,Engineering,Software Engineer,137377,424-97-9663
571825556,USA,Antonio Hughes,468.379.3741x60898,kthompson@example.org,male,1981-11-30,2024-05-24,Engineering,DevOps Engineer,129492,828-25-2068
741975062,USA,Blake Vega,829.745.1168,april09@example.net,male,1984-05-05,2015-02-18,Sales,Account Manager,73621,536-54-1844
370578414,India,Mason Divan,001-799-811-9148,leela79@example.net,male,1967-03-28,2015-02-11,Sales,Sales Executive,72925,485-05-2822
433108786,Canada,Charles Franklin,001-660-665-3074x505,megan13@example.org,male,1980-04-03,2019-12-29,Marketing,Content Strategist,91629,308-96-7260
504456327,India,Amruta Saha,+1-313-673-6785x082,xdeshmukh@example.net,female,1996-06-26,2024-02-17,Sales,Account Manager,88324,583-04-2847
488509962,USA,Ross Hood,807.305.3457,allentracy@example.com,female,1991-12-14,2023-09-06,Engineering,Software Engineer,100308,182-61-9616
182855381,USA,Hailey Monroe,614-806-0293x333,hancocktammy@example.net,male,1972-09-07,2023-09-27,Engineering,DevOps Engineer,135220,010-61-2168
763606238,USA,Lindsay Smith,894-346-6574x374,hunteileen@example.com,female,1995-03-05,2024-03-25,HR,HR Specialist,71926,575-83-9729
491163514,India,Chanchal Chokshi,815.745.4443x2830,atharvtank@example.com,female,1976-08-01,2014-08-18,Engineering,Software Engineer,120562,266-54-6629
968253265,India,Balendra Gupta,638-475-8428x24172,gaurav35@example.org,male,1992-11-29,2022-10-20,Marketing,Content Strategist,73466,763-40-6890
935504321,USA,Erin Green,871-670-9991x7381,jbrown@example.org,male,1995-02-23,2024-03-11,HR,HR Specialist,76495,206-44-6705
498585961,USA,Dr. Victoria Thomas,001-421-475-2500x743,xglover@example.org,female,1972-04-08,2014-02-12,HR,Recruiter,79446,133-79-7106
651208305,USA,Jennifer Sanford,(500)783-5058x3003,david68@example.net,female,1990-10-19,2024-06-27,Marketing,Content Strategist,58490,314-22-1070
525689202,USA,Elizabeth Carter,001-289-585-6257x5326,jessicaanderson@example.net,female,1999-11-25,2020-01-15,Engineering,Software Engineer,123947,023-76-8268
949738493,USA,Jacob Santos,2642890901,butleromar@example.net,female,1974-06-19,2023-03-13,HR,Recruiter,79399,259-61-2509
760725160,USA,Michael Smith,(318)949-9261x89141,chelseastrickland@example.net,female,1989-02-16,2023-03-18,Sales,Account Manager,62286,207-46-6714
933409017,USA,Andrew Crawford,975.430.0119,chancharles@example.net,female,2002-02-01,2023-11-24,HR,Recruiter,54116,104-33-3788
219032752,India,Chaman Lalla,201.420.4556x110,falguniparmar@example.com,male,1971-06-03,2020-09-20,Sales,Sales Executive,69088,637-35-1523
560891752,USA,Grant Wilson,(974)967-6212x0216,cherylmaxwell@example.net,female,1968-11-10,2012-12-06,Sales,Account Manager,59435,030-88-2141
664852025,USA,Mr. Stephen Alexander,345-808-9935,timothyalvarado@example.net,male,1972-08-31,2010-07-19,HR,HR Specialist,70354,395-20-9148
500830389,USA,Lisa Smith,(787)672-1753,hunterandrea@example.com,female,2000-12-09,2021-12-03,Sales,Account Manager,63743,413-31-1292
147605080,USA,Robert West,375.617.0166x0880,diamondbryant@example.com,female,1964-03-15,2023-12-17,Sales,Account Manager,66945,373-07-3653
971339002,USA,Evelyn Saunders,+1-775-371-1305x548,princetravis@example.net,male,1976-05-22,2014-04-14,Engineering,Software Engineer,85492,761-93-6705
438868427,China,刘岩,216.337.3516,qsun@example.net,male,1970-10-12,2014-01-19,HR,HR Specialist,63750,517-18-8173
483298103,China,何辉,+1-369-878-2922,wei66@example.net,female,1963-12-26,2014-03-05,HR,Recruiter,76215,710-98-4068
898120571,USA,Victor Waller,522.669.8485x833,samantha22@example.net,male,1984-03-04,2017-12-21,Sales,Account Manager,60414,556-89-5282
880697625,USA,Paige Hart,001-296-884-6081,brianbrown@example.com,female,1993-08-30,2017-06-14,Engineering,DevOps Engineer,128314,769-21-4696
417440983,USA,Brianna Brown,638-205-7198x3863,yhughes@example.net,male,1978-03-16,2021-08-16,Engineering,Software Engineer,126210,321-71-0882
760191749,South Korea,김우진,001-473-359-8933x47212,rgim@example.net,female,2002-04-26,2024-11-22,Sales,Sales Executive,52040,271-17-2637
253308283,India,Abdul Narayanan,720.325.9094x798,thomas28@example.org,male,1977-05-23,2012-02-04,Engineering,DevOps Engineer,108733,806-65-2612
511086777,China,高秀云,953-235-5543,zhaoming@example.com,female,1995-06-23,2022-07-09,Engineering,Software Engineer,98047,247-83-3995
668503222,USA,Melanie Flores,964-984-0858,phillipsdenise@example.com,female,1988-01-31,2011-01-14,HR,Recruiter,83930,527-11-1573
515524530,China,卞强,+1-713-236-1386x1207,dingfang@example.org,female,1988-06-11,2017-04-20,Marketing,Content Strategist,87191,814-33-9144
314939857,USA,Roberto Bartlett,(267)366-5061x80919,sarah14@example.net,male,1977-03-13,2024-08-15,Marketing,Content Strategist,98767,309-78-1418
473045064,India,Raksha Raj,(207)428-3268x4245,barmanabdul@example.net,male,1987-01-05,2023-03-22,HR,HR Specialist,68690,611-51-8801
646272321,USA,Angela Clark,001-453-268-2223x9431,enewman@example.com,nonbinary,1997-02-03,2024-01-14,Engineering,DevOps Engineer,115631,688-09-4108
962925204,Taiwan,蘇明哲,652-431-4913x57759,pi-hsia62@example.org,female,2000-05-01,2022-07-23,Marketing,Content Strategist,89451,321-32-3630
